,Unnamed: 0,begin,end,filename,shot_id,transcript,topic,score
14675,14675,01:37:50:19,01:37:54:12,5264050645694159353.xml,1826,Yeah.  Tonight. ,major life events,0.9080899357795715
16729,16729,01:09:35:02,01:09:39:18,5266645664934403562.xml,1298,Ian'll get over it. ,major life events,0.9079897999763489
3994,3994,01:35:54:03,01:36:06:17,5248439298566680341.xml,1914,"You and Bradley,  you've got it all.  A baby  would be the icing on the cake. Yeah, I thought that once.  I had this stupid idea that  if we had a baby then it'd go back to how it was before... Before?",major life events,0.9078670740127563
11055,11055,00:20:51:04,00:20:53:11,5258818087037440299.xml,424,Eh?  Course it is.  We're about to exchange contracts. Why wouldn't it be?,major life events,0.9077863097190857
22971,22971,01:42:44:05,01:42:47:08,5274434588125702436.xml,1878,You were 16. ,major life events,0.9077835083007812
4573,4573,00:12:41:23,00:13:01:07,5251033029316736209.xml,257,"You got something you wanna tell me?  Not yet.  But I will have soon if  I've got anything to do with it. Poor bloke don't stand a chance!  So what's brought this on?  The doctor called us Mr and Mrs  Jackson-King.  And it just sounded so right. Doctor?  What doctor?  Oh.  Morgan's got chicken pox.  You have had it, in't you?",major life events,0.9077646732330322
15609,15609,00:08:29:14,00:08:33:19,5266645664934403562.xml,178,"She said she didn't want to do it.  I'm sorry, Tam.",major life events,0.9077414870262146
5340,5340,00:52:38:02,00:52:40:20,5251033029316736209.xml,1024,I just didn't know what to do for  the best. I could've died last night.,major life events,0.9077160358428955
18796,18796,01:14:28:02,01:14:34:24,5269245838135402929.xml,1260,"Well, it's just that Ian's  interested in buying those premises. So I thought we should steer clear  of the cafe for the time being until we make a definite decision.",major life events,0.9077123999595642
1861,1861,01:42:24:16,01:42:29:06,5245830105934359183.xml,1862,"If he's dumped you,  then he's an idiot. Thanks, Ricky.  No, I mean it.",major life events,0.9076629281044006
13824,13824,00:48:58:01,00:49:06:00,5264050645694159353.xml,975,"Without Darren?  You know, I really thought  he loved me.",major life events,0.9075859189033508
6511,6511,01:52:51:22,01:52:56:03,5251033029316736209.xml,2195,but you really shouldn't  have tried it with me. Tony...  You went to his house without telling me. No...,major life events,0.9075763821601868
22017,22017,00:51:38:21,00:51:43:00,5274434588125702436.xml,924,"Don't give me that!  You've been  trying to spoil everything! Why would I do that?  Cos tonight,  I did as a favour to you!",major life events,0.90726238489151
13339,13339,00:24:02:17,00:24:06:15,5264050645694159353.xml,490,"Mr Branning, do you know the  man who tried to shoot you? MAX SIGHS",major life events,0.907127320766449
8272,8272,01:33:08:16,01:33:09:12,5253646087419594905.xml,1663,"Did you, er, did you see Callum  last night?",major life events,0.9068849682807922
544,544,00:31:31:19,00:31:35:16,5245830105934359183.xml,545,"What do you mean?  You know he's been inside, mixing with...",major life events,0.9068323969841003
10646,10646,00:00:45:08,00:00:51:07,5258818087037440299.xml,15,"So you better brush up  on your French. Because it's gonna be  ""au revoir, Albert Square"".",major life events,0.9067708849906921
18827,18827,01:16:06:22,01:16:09:07,5269245838135402929.xml,1291,Cos I was debating whether to  even bother coming back at all.,major life events,0.9067310690879822
14765,14765,01:44:04:14,01:44:06:01,5264050645694159353.xml,1916,Are you gonna tell Jack?  I ain't gonna say anything.,major life events,0.9067012667655945
12982,12982,00:06:38:23,00:06:42:11,5264050645694159353.xml,133,"Well, not for Darren, it isn't!  I am not arguing with you. Get yourself to school. No.",major life events,0.9066897630691528
8615,8615,01:52:28:11,01:52:33:15,5253646087419594905.xml,2006,"Babe, if staying here means  losing you, then I out of here.",major life events,0.9066122174263
20992,20992,01:48:59:24,01:49:16:03,5271844722846213628.xml,1962,"Yeah, well, same here.  Trouble is, since we broke up,  nothing's gone my way. In fact it's getting so bad  I'm thinking of moving on. Maybe you're not looking  in the right places. And where should I be looking?  Sorry, I gotta get this. ",major life events,0.9065539240837097
13131,13131,00:13:07:19,00:13:09:22,5264050645694159353.xml,282,"I walked out of the exam, all right? ",major life events,0.9065113067626953
11761,11761,00:57:04:05,00:57:07:01,5258818087037440299.xml,1130,"I couldn't handle going to prison.  Oh, they'll not send you to prison  over handling stolen goods! Well, what will they do?",major life events,0.9064047336578369
12319,12319,01:25:39:02,01:25:45:04,5258818087037440299.xml,1688,"Look, I'm sorry for what  you went through, all right?",major life events,0.9062780737876892
20990,20990,01:48:53:09,01:48:54:13,5271844722846213628.xml,1960,Didn't know you were  back in the market.,major life events,0.906256914138794
16369,16369,00:47:29:07,00:47:30:22,5266645664934403562.xml,938,"What, so you went  back to see her again?",major life events,0.9061352014541626
19247,19247,00:10:27:12,00:10:29:15,5271844722846213628.xml,217,Ta-da!  Shouldn't you go and sort  things out with Roxy?,major life events,0.9061039090156555
7003,7003,00:22:57:12,00:23:42:22,5253646087419594905.xml,394,"We're taking care of four kids.  We can hardly be at it  hammer and tongs five nights a week. I wasn't talking about  that side of things. Well, what then?  I've seen how hard you're working  to give them kids some stability. I don't see his lordship pulling his  weight. No.  You've got him all wrong. And the way he talks to Ricky,  like he's simple or something. Well, he's hardly the sharpest  crayon in the box, is he? At least he's out there now  working his butt off to provide for his family. And another thing about Ricky,  he was never scared of commitment. I don't see Tony  making an honest woman of you. He would do,  only we can't afford it now. I've had enough of this!  Everyone acting like Tony's using us as a meal ticket or something. You know, stuff the film.  He is the most dedicated dad  that you could ever find and I'll prove it to you.",major life events,0.9059605598449707
13568,13568,00:35:29:08,00:35:31:16,5264050645694159353.xml,719,You think anyone will listen  to that? The police have. They've even got the bullet.,major life events,0.9058945178985596
8738,8738,00:01:43:23,00:01:45:20,5256228221757951173.xml,27,"I had to give Patrick five minutes.  He's had a hard weekend. All alone, no wife.",major life events,0.9057502150535583
21238,21238,00:07:54:23,00:07:59:12,5274434588125702436.xml,145,"I just can't.  Well, the preliminary hearing's  tomorrow.  Crown Court.",major life events,0.9057406783103943
5754,5754,01:14:03:09,01:14:08:16,5251033029316736209.xml,1438,"Why's that then?  Libby's busy, and Jane's taking Dad  to see some physiotherapist or something,",major life events,0.9057353734970093
76,76,00:04:33:10,00:04:37:21,5245830105934359183.xml,77,"Roxy, I will be delighted  whether it is a girl or a boy.",major life events,0.9056668877601624
15318,15318,02:17:59:09,02:18:01:17,5264050645694159353.xml,2469,Dad's going to be all right now? ,major life events,0.9056425094604492
1950,1950,01:46:58:00,01:47:01:09,5245830105934359183.xml,1951,"Maybe I should just move out.  Well, there's no rush.  I mean, when you're ready.",major life events,0.9055017232894897
20919,20919,01:44:44:22,01:44:58:22,5271844722846213628.xml,1889,Where's my girls?  Where's Oscar?  I wanna see them. ,major life events,0.9054902195930481
12144,12144,01:15:28:21,01:15:33:14,5258818087037440299.xml,1513,"Well, you handled that well. ",major life events,0.9054576754570007
2429,2429,00:19:01:14,00:19:03:08,5248439298566680341.xml,349,"You was gonna dump her.  If you hadn't walked off, like a complete coward.",major life events,0.905421793460846
22131,22131,00:57:39:16,00:57:45:22,5274434588125702436.xml,1038,And don't forget to bring  a change of clothes for the gig.,major life events,0.9053187370300293
12467,12467,01:36:39:21,01:37:00:08,5258818087037440299.xml,1836,"Why?  I was scared that you were losing the baby, Jack was there, it just came out.  I don't believe this.  And he held me. I thought you said nothing happened.  No, it didn't!  It almost did. But it didn't.  But it did feel right.  I could tell he felt the same way. ",major life events,0.9052809476852417
10973,10973,00:15:07:23,00:15:24:06,5258818087037440299.xml,342,"Now you want her out clubbing.  She wanted to come.  Yeah, well, pregnant girls don't always know what's best for them, do they? Anyway, she said you needed some  moral support, so, er, here I am. You'll have to wait.  We're busy. ",major life events,0.9052210450172424
21100,21100,00:00:52:09,00:00:54:17,5274434588125702436.xml,7,"Doc, do you know the ins and outs  of what happened? I don't.",major life events,0.9050954580307007
16023,16023,00:29:56:03,00:29:57:05,5266645664934403562.xml,592,"You need to get a bag packed,  you know.  Ready to go.",major life events,0.9050015211105347
13981,13981,00:57:55:06,00:58:13:06,5264050645694159353.xml,1132,"I'll help myself.  What's she doing here? She's cut up over Jack.  I thought this might help take her mind off things. Yeah, and wind up  your dad at the same time.  Nice. Sean?  Yeah. Have you seen Callum? Yeah he's behind you, getting into the spirit  of things, isn't this fun? Yes, it is actually.  Some people do still know how to have a good time round here.",major life events,0.9049469232559204
13441,13441,00:29:35:12,00:29:40:12,5264050645694159353.xml,592,"A couple weeks ago, he had a gun.  He said he found it...",major life events,0.904942512512207
18758,18758,01:11:23:20,01:11:25:15,5269245838135402929.xml,1222,"OK, they want to pretend that  they made it. Mum's the word.",major life events,0.9048380851745605
9859,9859,01:06:56:02,01:07:00:20,5256228221757951173.xml,1148,This someone got a name? ,major life events,0.9047968983650208
22984,22984,01:43:37:02,01:43:44:21,5274434588125702436.xml,1891,"Twice in one day.  I am honoured.  You're, er...definitely leaving,  then?",major life events,0.9046860933303833
1112,1112,01:00:07:04,01:00:08:02,5245830105934359183.xml,1113,"I can't...  I mean, not again. ",major life events,0.9044692516326904
17947,17947,00:20:37:24,00:20:47:22,5269245838135402929.xml,411,What did I tell you?  I've got  another failure on my hands. Hang on a minute.  But we sold out yesterday. We sold twice as much today.  We sold out again.,major life events,0.9043952822685242
21748,21748,00:35:50:21,00:35:55:16,5274434588125702436.xml,655,"If it weren't for them,  I'd have washed my hands  of you, Tanya and Jack long ago.",major life events,0.9043492078781128
20373,20373,01:09:59:00,01:10:02:22,5271844722846213628.xml,1343,Thought you was baby-sitting.  It's not really my scene.  I've  had a bit of a traumatic morning.,major life events,0.9042861461639404
10312,10312,01:33:30:00,01:33:34:16,5256228221757951173.xml,1601,and not fire me as  matron of honour?,major life events,0.9041711688041687
7551,7551,00:53:18:22,00:53:19:22,5253646087419594905.xml,942,"I went to the shop, but Heather  told me that you'd come home.",major life events,0.9041591286659241
18279,18279,00:42:14:03,00:42:23:07,5269245838135402929.xml,743,He's got a ruptured spleen.  They took him into surgery.  Jack.  They say it's critical. ,major life events,0.9041115045547485
19133,19133,00:05:17:24,00:05:29:03,5271844722846213628.xml,103,Who unfortunately can't be  with us this evening. And it is a voucher that entitles the  holder to an all-over body treatment.,major life events,0.903921365737915
7691,7691,01:00:40:23,01:00:45:19,5253646087419594905.xml,1082,"We've only just heard!  Dot called us.  Oh, it's gonna be lovely, Stacey!  She invited us over to help plan the party.",major life events,0.9038761854171753
9653,9653,00:54:24:16,00:54:32:05,5256228221757951173.xml,942,"See you outside.  The train's in forty minutes, Garry.",major life events,0.903830885887146
292,292,00:17:18:20,00:17:20:20,5245830105934359183.xml,293,Did you see I sorted the tap out?  Are you eating with us or you eating with your girlfriend? I don't know.,major life events,0.90382319688797
11534,11534,00:44:30:05,00:44:36:12,5258818087037440299.xml,903,"But I also know that your dad, well, ",major life events,0.9037832021713257
751,751,00:41:50:09,00:41:51:15,5245830105934359183.xml,752,I was hardly doubled up.  You've had a bad back before.,major life events,0.9037796854972839
14745,14745,01:42:11:00,01:42:24:24,5264050645694159353.xml,1896,"My hands ain't clean in all of this.  It didn't matter  you were married, it didn't matter you had a little kid.",major life events,0.9037184715270996
17916,17916,00:19:01:16,00:19:04:13,5269245838135402929.xml,380,You.  Out now. ,major life events,0.9037125706672668
7001,7001,00:22:45:12,00:22:48:16,5253646087419594905.xml,392,The laundrette'll be closing soon.  You'd better get going. Yeah.,major life events,0.9036365151405334
18349,18349,00:48:00:10,00:48:03:19,5269245838135402929.xml,813,I was.  But he's not back  from the wholesalers.,major life events,0.9035956263542175
18196,18196,00:37:02:15,00:37:03:09,5269245838135402929.xml,660,First person I would have smacked  was the idiot who lost the keys in the first place.,major life events,0.9035477042198181
11898,11898,01:03:34:06,01:03:48:06,5258818087037440299.xml,1267,"But don't you think  it's about time you did? No!  Not now I've come this far.  I just need to find a way to  get him out of the way later. Oh, no.  Do not get me involved again.  Oh, please! ",major life events,0.9035267233848572
15222,15222,02:11:26:20,02:11:29:12,5264050645694159353.xml,2373,Ever since you come here you've done  nothing but interfere.  Chelsea...,major life events,0.9034985303878784
9839,9839,01:05:35:20,01:05:42:20,5256228221757951173.xml,1128,It's about you.  I just think we'd all be  better off if she didn't go.,major life events,0.9034401774406433
19900,19900,00:45:55:04,00:46:03:16,5271844722846213628.xml,870,"The baby.  She is gonna be all  right, isn't she? My only advice to you would be  to give Roxy as much support as you can,",major life events,0.9032869338989258
19844,19844,00:42:13:24,00:42:17:21,5271844722846213628.xml,814,Let's see what the old  geezer's really been up to...,major life events,0.9031639695167542
19322,19322,00:14:45:07,00:14:48:02,5271844722846213628.xml,292,"I don't know how it happened, Ron.  You don't know how what happened?",major life events,0.9030991792678833
12987,12987,00:06:45:12,00:06:46:18,5264050645694159353.xml,138,"Look, why don't we...?  Not now, Darren. Mum, it's his car!",major life events,0.9030988216400146
21376,21376,00:16:35:16,00:16:38:14,5274434588125702436.xml,283,Just when I'm used to having  my dad around.,major life events,0.9030643701553345
18516,18516,00:56:30:15,00:56:33:02,5269245838135402929.xml,980,Slater.  Stacey Slater. ,major life events,0.9030470848083496
4701,4701,00:19:56:22,00:20:00:02,5251033029316736209.xml,385,"So, you're gonna really go for it? ",major life events,0.902983546257019
16163,16163,00:36:03:15,00:36:10:02,5266645664934403562.xml,732,"Here he is, home safe and sound. ",major life events,0.9027285575866699
18773,18773,01:11:54:10,01:12:09:09,5269245838135402929.xml,1237,"Oh, I don't know.  I keep calling him and nothing, and Stacey doesn't know where he is. I should have never have taken that  flat, not behind his back, he was always gonna flip out about it. And you're sure that's what  this is about?  The flat? Yeah, why?  What else? ",major life events,0.9026296138763428
16561,16561,00:59:23:06,00:59:26:14,5266645664934403562.xml,1130,I didn't want to come home on your  birthday stinking of bacon sandwiches with bags under my eyes.,major life events,0.9025931358337402
6918,6918,00:18:02:24,00:18:10:16,5253646087419594905.xml,309,FRONT DOOR OPENS  Right. I've never been so flabbergasted  in all my life.,major life events,0.9025251269340515
13219,13219,00:17:37:10,00:17:44:09,5264050645694159353.xml,370,"Oh, Archie.  Two black catsuits for you and Tracey.",major life events,0.9025239944458008
17247,17247,01:38:06:19,01:38:08:02,5266645664934403562.xml,1816,It's their job.  And they can follow that up by sending him to prison?,major life events,0.9025045037269592
18690,18690,01:07:59:15,01:08:06:00,5269245838135402929.xml,1154,"Our children need educating,  and their future is going to depend on you and on me...",major life events,0.9023282527923584
6020,6020,01:27:26:04,01:27:41:03,5251033029316736209.xml,1704,"I left you a million messages.  Why didn't you ring me back?  I didn't want to talk about it. But I just wanted to explain.  What?  That Tony's off his head?  I got that. No, that was a misunderstanding. ",major life events,0.902216374874115
22408,22408,01:11:30:12,01:11:32:19,5274434588125702436.xml,1315,"She didn't do it, Ronnie, all right?  She couldn't do something like that.",major life events,0.9021141529083252
13448,13448,00:29:58:23,00:30:02:00,5264050645694159353.xml,599,"So, that's the gun he's used,  then, innit?",major life events,0.9020878076553345
1831,1831,01:39:51:24,01:39:56:02,5245830105934359183.xml,1832,"Stacey, Stace.  Meet my daughter. ",major life events,0.9020771384239197
8221,8221,01:31:09:15,01:31:11:13,5253646087419594905.xml,1612,"It doesn't matter how many times  Yolande says, ""It's exciting, Patrick.  It's a fresh start.""",major life events,0.9020724892616272
18070,18070,00:28:28:09,00:28:39:04,5269245838135402929.xml,534,"And we've got to talk.  I know it's hard, but  you mustn't bottle it up. I want to see Dad.  Well, look,  he's still under sedation.",major life events,0.9020262956619263
4698,4698,00:19:44:18,00:19:49:17,5251033029316736209.xml,382,"ten, twenty years older than us.  I think a baby's only gonna make us stronger.",major life events,0.9019384384155273
20624,20624,01:24:54:11,01:24:58:00,5271844722846213628.xml,1594,I ain't leaving.  I ain't leaving until someone  tells me she's gonna be all right.,major life events,0.9018822908401489
5134,5134,00:40:37:24,00:40:41:17,5251033029316736209.xml,818,"What?  With Jack in a body bag?  Fancy being banged up  for life, do you? I had plans.",major life events,0.9017390608787537
18283,18283,00:43:01:16,00:43:04:02,5269245838135402929.xml,747,I'm still copping flak for  that missing gun of yours.,major life events,0.9017110466957092
7283,7283,00:38:35:11,00:38:38:20,5253646087419594905.xml,674,Do you think she'd believe you?  Do you think anyone would? ,major life events,0.9016592502593994
6522,6522,01:53:27:00,01:53:28:15,5251033029316736209.xml,2206,You can't!  You can't! ,major life events,0.9016503691673279
557,557,00:32:05:13,00:32:06:00,5245830105934359183.xml,558,If you're not happy just move out. ,major life events,0.9015172123908997
2895,2895,00:42:30:23,00:43:03:17,5248439298566680341.xml,815,"I thought that it was just a laugh.  But you really did pretend to be a train spotter? Might have worked. Do you know what your trouble is?  What's my trouble, Dad? You never take anything seriously.  Everything's just one big joke to  you. More a series of little jokes. And now you're taking her to  the R  Have you got a plan C? I do indeed.  And what is your plan C? The series of little jokes  is nothing more than a tragic mask. For the fact is, deep down,  I am a deeply depressed individual obsessed with death and blind to any hope or meaning in  my life.  And if that don't work...",major life events,0.9014893770217896
10919,10919,00:12:33:15,00:12:35:19,5258818087037440299.xml,288,"Hey.  You, um...well,  you left a jacket at the club.",major life events,0.9013514518737793
17065,17065,01:28:22:04,01:28:28:22,5266645664934403562.xml,1634,"Will you stop being so jumpy?  Course I'm flaming jumpy. You should be, an' all! Our whole world has fallen apart,  in one week.  You behave like nothing's happened.",major life events,0.9013136625289917
2230,2230,00:08:19:23,00:08:23:17,5248439298566680341.xml,150,How do I get out of this one without  looking a complete you-know-what?,major life events,0.9012473225593567
6648,6648,00:02:50:13,00:03:03:09,5253646087419594905.xml,39,"I know, darling.  You'll thank me when you're 25  and you ain't got scars all over your face. Go on then, off you go.  If Morgan ain't infectious now,  can Nana Pat come home? She's coming home this morning.  The whole gang will be back together again. Yes!",major life events,0.9011563658714294
2369,2369,00:15:27:07,00:15:32:20,5248439298566680341.xml,289,"I never did quite understand  why Ronnie moved out. She hasn't gone that far away,  and we're still on very good terms.",major life events,0.901118278503418
21141,21141,00:02:50:13,00:02:54:11,5274434588125702436.xml,48,Let me have a think about it...duh!  You left that car on my bed  when I had the chickenpox.,major life events,0.9010878801345825
8379,8379,01:38:22:08,01:38:26:17,5253646087419594905.xml,1770,She's let him in! ,major life events,0.901010274887085
11402,11402,00:37:38:20,00:37:40:01,5258818087037440299.xml,771,"Jay.  We never will be.  Not while Dawn's around. Jay, will you just listen? I don't wanna hear it.",major life events,0.9009432792663574
10166,10166,01:25:42:17,01:25:46:13,5256228221757951173.xml,1455,That's why we're doing it!  We're going and that's it.  It's been booked.,major life events,0.9009402990341187
1864,1864,01:42:32:15,01:42:34:01,5245830105934359183.xml,1865,Bianca... ,major life events,0.900921106338501
22460,22460,01:15:04:11,01:15:12:06,5274434588125702436.xml,1367,But why?  Why now?  Vinnie's asked me  and it seemed like a good idea. But what about Phil?  What about Phil?  I couldn't care  less about Phil Mitchell any more.,major life events,0.900823175907135
5470,5470,00:59:42:09,00:59:46:23,5251033029316736209.xml,1154,It's about Peter.  That's why  you went all shy in front of him.,major life events,0.9007566571235657
18343,18343,00:47:12:12,00:47:17:04,5269245838135402929.xml,807,Naturally our sympathies  are with them.,major life events,0.9005888104438782
22803,22803,01:33:20:00,01:33:27:03,5274434588125702436.xml,1710,"Yes.  Yes.  I want to go on this date.  So what's the problem?  Oh, I don't know.",major life events,0.9005103707313538
6525,6525,01:53:30:22,01:53:37:23,5251033029316736209.xml,2209,I can.  It's over. ,major life events,0.9004927277565002
1405,1405,01:15:01:05,01:15:02:22,5245830105934359183.xml,1406,He's gonna sue me.  What? And he will an' all.  You know what he's like.,major life events,0.9004850387573242
7668,7668,00:59:31:23,00:59:33:20,5253646087419594905.xml,1059,But we can renew our vows. ,major life events,0.900380551815033
4025,4025,01:38:07:09,01:38:09:06,5248439298566680341.xml,1945,"I put a dealer down for a  12-stretch, and he got even with me.",major life events,0.9003433585166931
21756,21756,00:36:23:02,00:36:52:00,5274434588125702436.xml,663,"Right, what says ""party"" to Suzy?  I mean, balloons, bunting?  Yeah, yeah, yeah.  Whatever. I'm glad to see you're  taking such an interest, Phil. Looks like a double party, don't it?  What with Vinnie off. I'm happy for him.  Yeah, sounds like it. Well, I'm sorry to lose a mate,  but it happens. Anyway, when did you get  the code red on the party front? Didn't know she wanted one.  Come on, Phil.",major life events,0.9003319144248962
13397,13397,00:27:04:04,00:27:05:00,5264050645694159353.xml,548,Armed police!  On the floor! ,major life events,0.900256335735321
18631,18631,01:03:46:02,01:03:49:04,5269245838135402929.xml,1095,"You're a model citizen now,  is that what you're saying?",major life events,0.9000831842422485
13628,13628,00:39:16:08,00:39:18:16,5264050645694159353.xml,779,She'll be fine once we get  to France. Whenever that might be.,major life events,0.9000343680381775
14721,14721,01:40:29:15,01:40:32:06,5264050645694159353.xml,1872,Look at the state of me. ,major life events,0.9000270366668701
11483,11483,00:42:22:06,00:42:25:20,5258818087037440299.xml,852,You haven't told him!  There's not much time before you go.,major life events,0.8999875783920288
22234,22234,01:03:55:18,01:04:01:20,5274434588125702436.xml,1141,"your knowledge of your wife.  I need evidence, not gut instinct.",major life events,0.8999656438827515
10800,10800,00:06:33:14,00:06:40:18,5258818087037440299.xml,169,"Two weeks, we're out of here.  Our own little French farmhouse.  All that fresh air.  It don't seem real, does it?",major life events,0.8999114632606506
20260,20260,01:03:50:16,01:03:52:18,5271844722846213628.xml,1230,They're not yours.  You think he deserves them? It's what THEY think.,major life events,0.8998666405677795
12884,12884,00:02:18:10,00:02:20:19,5264050645694159353.xml,35,We've got to be organised.  Where's Abi? Upstairs.,major life events,0.8998597860336304
13390,13390,00:26:47:09,00:26:59:14,5264050645694159353.xml,541,"Better not keep the cab waiting.  Just think, this time tomorrow... Yeah! Right, don't forget  to lock up, will you? You got the passports?  In the bag.  Kids? In the cab. Well, you better get out there cos we don't want you...",major life events,0.8998251557350159
17835,17835,00:14:44:13,00:14:48:05,5269245838135402929.xml,299,"I know it's for the best.  But I'm going to miss my boys,  that's all.",major life events,0.8997155427932739
9718,9718,00:57:37:15,00:57:51:15,5256228221757951173.xml,1007,"You are going to have a broken  heart again. Yeah, maybe. Well, if you think I'm gonna stick  around to pick up the pieces... Who am I kidding?  Course I will.  I'll tell you what.  We'll get on that boat and  we'll head off into the sunset",major life events,0.8996262550354004
13024,13024,00:08:34:08,00:08:37:18,5264050645694159353.xml,175,"S'il vous plait,  je voudrais... Stop it. You've got to get used to it.  And in  France, the waiters are taller,",major life events,0.8995872139930725
4121,4121,01:44:34:03,01:44:36:02,5248439298566680341.xml,2041,I ain't gonna make  the same mistake twice.,major life events,0.8995410799980164
21147,21147,00:03:02:11,00:03:04:03,5274434588125702436.xml,54,"I loved that car, don't get me  wrong.  But this is real, Dad.",major life events,0.8994461894035339
15599,15599,00:07:56:15,00:08:00:04,5266645664934403562.xml,168,Do the act in the Vic?  That was the plan.  In front of people we know? So you up for it?,major life events,0.89943528175354
820,820,00:45:12:00,00:45:16:01,5245830105934359183.xml,821,Tell him everything. ,major life events,0.8991894125938416
7525,7525,00:51:15:23,00:51:18:05,5253646087419594905.xml,916,But who will I wanna moan to  when he does? Count me out.,major life events,0.8991592526435852
20187,20187,01:00:07:02,01:00:09:13,5271844722846213628.xml,1157,He'll be awake by tonight. ,major life events,0.8990068435668945
13014,13014,00:07:42:24,00:07:49:20,5264050645694159353.xml,165,"Right, you've gotta pick them  up this afternoon. Can't I do that? Oh no, darlin', it's all right.  I've known the owner for years. I'll go myself.",major life events,0.8988901376724243
21650,21650,00:31:17:11,00:31:20:09,5274434588125702436.xml,557,Lauren Branning. ,major life events,0.8987468481063843
17252,17252,01:38:14:05,01:38:19:04,5266645664934403562.xml,1821,I'm going on my holidays next week. ,major life events,0.8987202644348145
13242,13242,00:19:28:07,00:19:30:09,5264050645694159353.xml,393,"I'm coming down, Archie. ",major life events,0.8986545205116272
1609,1609,01:26:28:01,01:26:37:03,5245830105934359183.xml,1610,"How's the little light of my life?  Yeah, I'm fine.  I'm fine. Listen, bad news. The scan's been delayed.  Oh, really? Yeah, the hospital just called  and some mix up or something.",major life events,0.8985445499420166
8107,8107,01:25:24:04,01:25:30:00,5253646087419594905.xml,1498,"Whit?  Whit, it's time for school. ",major life events,0.8985171318054199
8509,8509,01:46:00:05,01:46:12:22,5253646087419594905.xml,1900,"Hello, Peter.  Is Ian home? Jane?  I think they've gone across  to Mr Trueman's leaving party. So it's just you and me, then. ",major life events,0.8984643220901489
14334,14334,01:19:14:23,01:19:17:15,5264050645694159353.xml,1485,"I tried to make the peace  with him, yeah, on his birthday.",major life events,0.8983095288276672
16588,16588,01:00:57:20,01:00:59:18,5266645664934403562.xml,1157,"So, how are we gonna make  this evening work? What?",major life events,0.8982685804367065
3426,3426,01:07:29:14,01:07:32:00,5248439298566680341.xml,1346,"Sorry, Ronnie said  to just come through.",major life events,0.8982467651367188
16750,16750,01:10:35:13,01:10:41:16,5266645664934403562.xml,1319,"Yeah, you look beautiful.  Come on you lot, get your coats on.  They're all excited, aren't you?  Come on. Yay!",major life events,0.8982190489768982
10500,10500,01:45:30:12,01:45:33:20,5256228221757951173.xml,1789,I think I was wrong  about her coming round.,major life events,0.8981298208236694
10769,10769,00:05:12:18,00:05:16:03,5258818087037440299.xml,138,"What's the matter with you, girl?  You just can't go! What about Stacey?",major life events,0.8980090022087097
12971,12971,00:06:13:17,00:06:14:04,5264050645694159353.xml,122,Out!  It's my car!,major life events,0.8979805111885071
16000,16000,00:28:45:06,00:28:47:16,5266645664934403562.xml,569,"If I do it, will you come and watch?  You try and stop me.",major life events,0.8979074954986572
8651,8651,01:53:40:01,01:53:43:07,5253646087419594905.xml,2042,You've done it to me. ,major life events,0.8975871205329895
21854,21854,00:41:54:22,00:42:03:14,5274434588125702436.xml,761,"Hello, love.  How's the  empire-building going? OK.  Making money, are ya?",major life events,0.8974440693855286
23065,23065,01:49:32:01,01:49:37:22,5274434588125702436.xml,1972,"So go back to your precious Princess  Suzy, if that's what you want. But you know as well as I do  that what happened here...",major life events,0.8973888158798218
878,878,00:48:06:22,00:48:15:16,5245830105934359183.xml,879,"You know what, Archie, you can throw  all the money you want at Roxy and the baby but I'll still be here.",major life events,0.897340714931488
5729,5729,01:13:06:03,01:13:07:05,5251033029316736209.xml,1413,I forgot.  The hat has to go.  You what? Hygiene.,major life events,0.8972334265708923
17625,17625,00:04:03:24,00:04:11:20,5269245838135402929.xml,89,"But it wasn't an accident, was it?  Someone was trying to kill him. BABY CRIES  This...this isn't a good time.",major life events,0.897212564945221
461,461,00:27:33:23,00:27:36:10,5245830105934359183.xml,462,"Get with it, stay focused! ",major life events,0.8971709609031677
4954,4954,00:32:24:12,00:32:27:06,5251033029316736209.xml,638,Bianca'll be out all day.  She's doing a double shift  to make up for yesterday.,major life events,0.897053062915802
20631,20631,01:25:17:19,01:25:23:14,5271844722846213628.xml,1601,So when can I go see him?  The doctors have said we've gotta  wait.  He's still a bit fuzzy.,major life events,0.8970527052879333
17892,17892,00:17:37:21,00:17:41:09,5269245838135402929.xml,356,I see Mrs Beale  as the UK's first truly,major life events,0.8969606757164001
17319,17319,01:42:56:16,01:43:00:12,5266645664934403562.xml,1888,No way!  Just do it!  It's for Dad.,major life events,0.8969300389289856
15676,15676,00:12:14:13,00:12:17:08,5266645664934403562.xml,245,We will need to speak to Abi...  tomorrow.,major life events,0.8968864679336548
14427,14427,01:24:54:12,01:25:00:02,5264050645694159353.xml,1578,"Bradley, it's everything.  It's just everything. Max being Max, he just put  the final nail in the coffin.",major life events,0.8968840837478638
21741,21741,00:35:25:09,00:35:28:08,5274434588125702436.xml,648,It ain't for you to decide  who owes what to who. So who does decide?  Him upstairs and all that caper?,major life events,0.8968369960784912
1644,1644,01:29:06:14,01:29:14:20,5245830105934359183.xml,1645,"She's invited everyone,  whether she likes them or not. And there I am, muggins, putting up  streamers and decorating the place while she drools on about this Tony.",major life events,0.896771252155304
