,Unnamed: 0,begin,end,filename,shot_id,transcript,topic,score
7300,7300,00:39:45:15,00:39:49:19,5253646087419594905.xml,691,Yolande's been called  in to Head Office.,drama,0.7117646336555481
8953,8953,00:14:30:22,00:14:32:04,5256228221757951173.xml,242,"Come on, then. ",drama,0.711656391620636
4047,4047,01:39:37:10,01:39:38:01,5248439298566680341.xml,1967,"Come on, then. ",drama,0.711656391620636
22864,22864,01:36:39:10,01:36:41:00,5274434588125702436.xml,1771,"Come on, then. ",drama,0.711656391620636
12726,12726,01:51:14:24,01:51:18:03,5258818087037440299.xml,2095,Yeah.  I'm gonna do what I want  and damn the consequences.,drama,0.7116081714630127
17852,17852,00:15:49:17,00:15:51:04,5269245838135402929.xml,316,and then fill the cracks with  Stinking Bishop.,drama,0.7115759253501892
3889,3889,01:29:58:17,01:30:04:01,5248439298566680341.xml,1809,"What business is it of yours?  They're my family.  Don't get too comfy on my sofa. I give it five minutes before  Tanya works out what you are. We don't all lead double lives, Max.",drama,0.7115244269371033
18719,18719,01:09:16:22,01:09:19:24,5269245838135402929.xml,1183,"I don't think you'd want  to do that, no.",drama,0.7115216851234436
14035,14035,01:01:46:10,01:01:52:00,5264050645694159353.xml,1186,"Well, they are!  WHISPERS: Darren?  Go up to my room.  Pack my stuff.  There's money in the top drawer.",drama,0.7114397883415222
22370,22370,01:09:27:21,01:09:31:13,5274434588125702436.xml,1277,Sorry.  I jumped to  the wrong conclusion. I suppose things  are a bit difficult at home.,drama,0.7114130854606628
17775,17775,00:11:04:20,00:11:18:08,5269245838135402929.xml,239,"Albert!  Oh, that Shih Tzu on  Turpin Road must be on heat again. Well, don't worry.  He'll come back.  He knows when he's on a good thing. I wish Sean did.  A year round here rent-free. He could really sort himself out.  Yeah, Well, I think he already has.",drama,0.7113810181617737
6393,6393,01:45:34:17,01:45:36:18,5251033029316736209.xml,2077,"Oh, Whit! ",drama,0.7112663388252258
19382,19382,00:18:10:08,00:18:15:11,5271844722846213628.xml,352,"You did it, Roxy.  You did it! ",drama,0.7112428545951843
13610,13610,00:38:23:10,00:38:25:19,5264050645694159353.xml,761,"you know, so I was right there when  it went off. Your brother was clean.",drama,0.7112112641334534
15225,15225,02:11:37:17,02:11:39:16,5264050645694159353.xml,2376,"Dee, Libby didn't leave  because of what I said.",drama,0.7111771702766418
20720,20720,01:30:33:11,01:30:42:15,5271844722846213628.xml,1690,"'I need you, Bradley.'  I'm scared.  I am.  I'm scared, Bradley.  Don't  leave me here on my own.  Please.",drama,0.7110763788223267
11155,11155,00:25:17:00,00:25:22:04,5258818087037440299.xml,524,No-one who'd wanna go back there  with me.,drama,0.7109604477882385
20873,20873,01:40:14:16,01:40:23:17,5271844722846213628.xml,1843,Cross my heart.  I've been dying to  get my hands on you.,drama,0.710889458656311
17877,17877,00:16:57:20,00:17:01:18,5269245838135402929.xml,341,"Jane, give us a hand  with the glasses. OK.",drama,0.7108882665634155
12293,12293,01:24:34:16,01:24:38:04,5258818087037440299.xml,1662,"Yeah, I do.  But they didn't, did they?  And I'm with Tanya now, remember.",drama,0.7107959389686584
12560,12560,01:42:21:23,01:42:30:10,5258818087037440299.xml,1929,I thought you were going  to stay for that drink?,drama,0.7106074690818787
13313,13313,00:22:27:03,00:22:28:08,5264050645694159353.xml,464,"Excuse me, Mr Branning. ",drama,0.7105875015258789
8783,8783,00:04:24:12,00:04:25:03,5256228221757951173.xml,72,"All right, Pegs?  Is Phil about?  I'll see if he's up.",drama,0.710560142993927
21952,21952,00:47:46:09,00:47:48:05,5274434588125702436.xml,859,Kept shtoom about the coffin. ,drama,0.7105442881584167
22207,22207,01:02:41:21,01:02:43:07,5274434588125702436.xml,1114,"To see Pure Lightning, my favourite  band. Where'd you get the money for that?",drama,0.7105048298835754
8,8,00:00:38:23,00:00:51:01,5245830105934359183.xml,9,"I can't!  Come on, clench those muscles. It really hurts.  Come on, you gotta work harder. Push.  By the time Tony gets out  in a month, I'll be able to crack walnuts on this bum...  Push...",drama,0.7104784846305847
5098,5098,00:38:47:24,00:38:51:14,5251033029316736209.xml,782,Didn't you even ask  what he wanted it for? No.  But he ain't giving up easy. ,drama,0.7103440165519714
3504,3504,01:10:09:04,01:10:11:01,5248439298566680341.xml,1424,The time?  Or the nerve? ,drama,0.7102890610694885
20992,20992,01:48:59:24,01:49:16:03,5271844722846213628.xml,1962,"Yeah, well, same here.  Trouble is, since we broke up,  nothing's gone my way. In fact it's getting so bad  I'm thinking of moving on. Maybe you're not looking  in the right places. And where should I be looking?  Sorry, I gotta get this. ",drama,0.7102104425430298
749,749,00:41:46:05,00:41:49:09,5245830105934359183.xml,750,"I found him in the Square,  doubled up he was.",drama,0.7101572155952454
20620,20620,01:24:35:03,01:24:37:03,5271844722846213628.xml,1590,He didn't.  I swear on my life. ,drama,0.7099879384040833
2611,2611,00:28:05:01,00:28:08:21,5248439298566680341.xml,531,What have we been through  the last 12 months for if you're just gonna throw it away? ,drama,0.7099441885948181
20384,20384,01:10:25:17,01:10:30:02,5271844722846213628.xml,1354,What?  Exactly. ,drama,0.7098051905632019
7705,7705,01:01:30:12,01:01:32:14,5253646087419594905.xml,1096,"I thought, I can't go into work  today, I have to sort this out.",drama,0.7097327709197998
6073,6073,01:30:05:01,01:30:08:03,5251033029316736209.xml,1757,"Sorry, a bit of a mistake  on my part. Mistake?!",drama,0.7096654772758484
12434,12434,01:33:49:07,01:33:52:23,5258818087037440299.xml,1803,But I noticed you seemed a bit  rattled earlier on.,drama,0.7095086574554443
10777,10777,00:05:32:15,00:05:34:15,5258818087037440299.xml,146,"I'll hitch - whatever.  Don't talk daft, you dopey cow!  And end up dead in a ditch? I don't care!",drama,0.7094936966896057
5140,5140,00:41:08:02,00:41:11:10,5251033029316736209.xml,824,"Oh, hello, darlin'.  How's Morgan? ",drama,0.7094835042953491
4246,4246,01:51:59:06,01:52:03:04,5248439298566680341.xml,2166,Max is never gonna let you have me.  You know that?,drama,0.7094091773033142
19402,19402,00:19:32:12,00:19:33:03,5271844722846213628.xml,372,It's a shame. ,drama,0.7092663049697876
16354,16354,00:46:09:01,00:46:14:09,5266645664934403562.xml,923,"I hate him, yeah... ",drama,0.7091196775436401
2951,2951,00:45:04:01,00:45:08:19,5248439298566680341.xml,871,"So, this kid...Bernadette...  She even went to Abi's party. I'm talking to Abi.",drama,0.7090035080909729
12238,12238,01:20:56:18,01:21:02:03,5258818087037440299.xml,1607,You lost a baby? ,drama,0.7089419364929199
4085,4085,01:41:56:21,01:42:02:11,5248439298566680341.xml,2005,"Lie to me?  It's in your blood!  I've laid it on the line to you, Tanya.  I've told you everything.",drama,0.7087611556053162
4990,4990,00:34:29:04,00:34:30:17,5251033029316736209.xml,674,Maybe you should  reconsider Pat's offer?,drama,0.7087134718894958
15707,15707,00:13:57:01,00:14:00:12,5266645664934403562.xml,276,Not what I wanted to hear. ,drama,0.7087056636810303
16435,16435,00:51:07:01,00:51:23:01,5266645664934403562.xml,1004,"How dare they drop you like that?  It's so out of order. So the world's not ready for my  style of humour, no worries. I'm not doing it.  They can stuff it! You going to chuck  this chance away cos of me? If you don't do this, your mum  would have been right about you.",drama,0.7086963653564453
16974,16974,01:23:28:08,01:23:30:21,5266645664934403562.xml,1543,"I can handle it.  And have you, er, you two...",drama,0.7086175084114075
19421,19421,00:20:10:19,00:20:12:22,5271844722846213628.xml,391,But she'll be OK? ,drama,0.708612322807312
15971,15971,00:27:30:18,00:27:36:04,5266645664934403562.xml,540,"No.  Well, if it's all right with Mrs Beale, could you add her name to the list?",drama,0.7086102366447449
9308,9308,00:35:03:18,00:35:05:20,5256228221757951173.xml,597,I don't know what Phil's playing at. ,drama,0.7085336446762085
4736,4736,00:21:35:22,00:21:37:11,5251033029316736209.xml,420,I mean what would a gorgeous bloke  like you wanna be doing marrying a crabby old cow like me anyway?,drama,0.7084306478500366
1117,1117,01:00:26:07,01:00:35:22,5245830105934359183.xml,1118,Ah! ,drama,0.7082787156105042
17162,17162,01:33:56:24,01:34:00:21,5266645664934403562.xml,1731,So delicate!  Yes.  Very.,drama,0.7081990838050842
16254,16254,00:40:05:06,00:40:07:13,5266645664934403562.xml,823,I can't.  I... ,drama,0.708182692527771
1812,1812,01:38:36:18,01:38:44:18,5245830105934359183.xml,1813,"No Tanya?  No.  And I wonder why?  Don't be like that.  Look, Jack,  can I talk to you a minute?",drama,0.7081270813941956
240,240,00:14:44:23,00:14:47:24,5245830105934359183.xml,241,"You keep missing  the toilet when you have a pee. That was Liam.  Yeah, sure it was.",drama,0.707765519618988
22506,22506,01:17:14:17,01:17:17:12,5274434588125702436.xml,1413,"You should go.  The thing is, Jack,  I ain't a very patient man.",drama,0.7077621221542358
13226,13226,00:18:16:11,00:18:18:19,5264050645694159353.xml,377,"How's Lauren doing?  Not great.  The sooner we're out of here, the better.",drama,0.7074977159500122
21369,21369,00:16:06:24,00:16:09:14,5274434588125702436.xml,276,"It just seemed like you was avoiding  Mum, or the other way round.",drama,0.7073492407798767
2575,2575,00:25:47:02,00:25:53:08,5248439298566680341.xml,495,"Romeo and Juliet, surely?  That's the old-fashioned version,  with all the ""thees"" and ""thous"". This is the new version  where you can understand what they're talking about.",drama,0.707292914390564
5153,5153,00:41:57:10,00:42:02:06,5251033029316736209.xml,837,"I gotta go, darlin',  yeah, sorry, speak later.",drama,0.7071101069450378
20070,20070,00:54:27:18,00:54:30:03,5271844722846213628.xml,1040,You're all that  poor little sod's got!,drama,0.7069353461265564
12027,12027,01:09:27:16,01:09:31:07,5258818087037440299.xml,1396,"What, you had a row or something?  That's none of your business. What was it about?",drama,0.7069233059883118
7708,7708,01:01:40:22,01:01:48:15,5253646087419594905.xml,1099,"Meaning Stacey?  Why would you think that?  I mean she's here, ain't she?  She's with you.",drama,0.7068852782249451
7285,7285,00:38:43:09,00:38:46:05,5253646087419594905.xml,676,"is that me and you are over.  As far as I'm concerned, ",drama,0.7066782116889954
22791,22791,01:32:49:22,01:32:52:10,5274434588125702436.xml,1698,"Right, well...I'll see myself out. ",drama,0.7066762447357178
3747,3747,01:22:32:17,01:22:35:24,5248439298566680341.xml,1667,You got that Suzy in the shot! ,drama,0.7066062092781067
18257,18257,00:40:42:11,00:40:45:01,5269245838135402929.xml,721,"was to make sure Tanya gets bail.  I'm a solicitor, not a miracle  worker. Well, not according to the fees you charge.",drama,0.70656418800354
2330,2330,00:13:26:09,00:13:29:11,5248439298566680341.xml,250,"OK, that's really bad.  That's what I'm telling you.  I ain't got the first idea.",drama,0.7065465450286865
19510,19510,00:24:18:02,00:24:19:01,5271844722846213628.xml,480,"Oh, I'll go, shall I? ",drama,0.7063184380531311
6747,6747,00:08:38:09,00:08:40:13,5253646087419594905.xml,138,"Well, it's not like she's been  in the nick for a year, is it, eh?",drama,0.7062065005302429
606,606,00:34:28:14,00:34:43:02,5245830105934359183.xml,607,"I can't stand being with the woman  at work, why would I wanna go round there? It wouldn't just be us, would it?  I'm not going.  Let's say they've invited us to stir  things up, knowing we won't go. I ain't.  But if we go, it shows we ain't backing away. It shows we're together  and there's nothing",drama,0.7060929536819458
1776,1776,01:36:30:10,01:36:36:09,5245830105934359183.xml,1777,She's at the caff.  Lucy's out. ,drama,0.7060092687606812
10535,10535,01:47:53:11,01:48:00:02,5256228221757951173.xml,1824,"Why don't you come see?  Well, if I'm gonna be  coming back here to stay,",drama,0.7060015201568604
14711,14711,01:39:53:07,01:39:56:01,5264050645694159353.xml,1862,He told me to shoot him. ,drama,0.705906093120575
22137,22137,00:57:55:05,00:57:56:24,5274434588125702436.xml,1044,I can't tonight.  I've got to work. ,drama,0.7058950066566467
5864,5864,01:19:23:05,01:19:27:13,5251033029316736209.xml,1548,Why would she be late home? ,drama,0.7058268785476685
1287,1287,01:09:50:22,01:09:52:01,5245830105934359183.xml,1288,I've ran all the way over here... ,drama,0.7055319547653198
213,213,00:13:39:18,00:13:41:24,5245830105934359183.xml,214,"Careful, Jack, you're getting  paranoid.",drama,0.7055073380470276
19164,19164,00:06:57:13,00:07:00:05,5271844722846213628.xml,134,"She's 33.  That's right isn't it, Rox?  Why is this happening?",drama,0.7054816484451294
23022,23022,01:46:20:08,01:46:22:14,5274434588125702436.xml,1929,"Where have you been?  Giving the money back, like you told me to.",drama,0.7054253220558167
9897,9897,01:08:58:10,01:09:07:00,5256228221757951173.xml,1186,"I've been thinking.  This ain't yours, it ain't mine.  And judging by this picture on here,  it ain't Billy's, Ben's or Phil's, either.  That just leaves one person.",drama,0.7053437829017639
11856,11856,01:01:53:02,01:01:56:03,5258818087037440299.xml,1225,"Today.  All right,  I'll tell him today.",drama,0.7053177952766418
8272,8272,01:33:08:16,01:33:09:12,5253646087419594905.xml,1663,"Did you, er, did you see Callum  last night?",drama,0.7053062319755554
5254,5254,00:48:04:23,00:48:06:18,5251033029316736209.xml,938,Course not!  You could eat your dinner off my lav seat!,drama,0.7050811648368835
13310,13310,00:22:24:24,00:22:25:21,5264050645694159353.xml,461,I think he got in through the back. ,drama,0.7049833536148071
21421,21421,00:19:09:04,00:19:11:06,5274434588125702436.xml,328,Don't you dare use my kids  in your dirty little power game.,drama,0.7049367427825928
3586,3586,01:14:31:23,01:14:33:13,5248439298566680341.xml,1506,"If she's like this now, imagine  what she'll be like in a few weeks.",drama,0.7048752903938293
21822,21822,00:39:58:07,00:40:02:07,5274434588125702436.xml,729,"Cosy little chat, was it?  I ain't his messenger, Tanya. ",drama,0.7048581838607788
13143,13143,00:13:39:01,00:13:42:24,5264050645694159353.xml,294,"What temperature were they meant to  be on? Oh, no! It's too late, darling.  They're cinders.",drama,0.704856812953949
20386,20386,01:10:32:03,01:10:35:03,5271844722846213628.xml,1356,"Look at me, I'm a bag of nerves.  Don't worry, Vinnie. ",drama,0.7048419117927551
21447,21447,00:20:33:08,00:20:34:19,5274434588125702436.xml,354,"Not me, you ain't. ",drama,0.7048026919364929
4016,4016,01:37:22:02,01:37:25:08,5248439298566680341.xml,1936,"I went to talk to Selena.  I don't believe this!  Max, he said...",drama,0.7046059370040894
19664,19664,00:33:16:02,00:33:28:22,5271844722846213628.xml,634,"Cup of tea, please.  Coming right up.  I thought you weren't  coming home till tomorrow. Yeah, well, I wanted to  surprise you, didn't I? So are you gonna tell me what's  been going on in that flat or don't I wanna know? How was Southend?",drama,0.704597532749176
19281,19281,00:12:22:04,00:12:23:03,5271844722846213628.xml,251,"Suzy...  I'm interested, aren't I?",drama,0.7045367956161499
3098,3098,00:51:34:00,00:51:39:17,5248439298566680341.xml,1018,"Listen, I know this is terribly  rude of me, but would you mind ever  so much if I was to go home?",drama,0.7045115232467651
12349,12349,01:27:58:13,01:28:03:08,5258818087037440299.xml,1718,"sidled up beside him  and whispers in his ear, ""I'll do anything you want for £10. ",drama,0.7045105695724487
18895,18895,01:19:53:05,01:20:02:06,5269245838135402929.xml,1359,"Constantly.  Is Ronnie upstairs as well?  Nope. She is coming, though?  What am I, her keeper?",drama,0.70442134141922
11189,11189,00:27:02:15,00:27:13:02,5258818087037440299.xml,558,"So, what, the kids are upstairs?  Yeah. We didn't finish our celebration. ",drama,0.7043845057487488
5525,5525,01:02:25:23,01:02:28:24,5251033029316736209.xml,1209,A dating agency?  Are you off your head?,drama,0.7043432593345642
22092,22092,00:55:56:06,00:55:57:13,5274434588125702436.xml,999,BELL RINGS  But you'd never decide that for them.,drama,0.7042786478996277
2899,2899,00:43:20:08,00:43:23:09,5248439298566680341.xml,819,Ow! ,drama,0.7042422294616699
7107,7107,00:29:28:05,00:29:29:12,5253646087419594905.xml,498,Ow! ,drama,0.7042422294616699
9092,9092,00:21:56:24,00:22:00:07,5256228221757951173.xml,381,"What's going on in your head now?  You thinking, ""She's right.  I'd better lie low, not make a fuss.""",drama,0.7042238712310791
780,780,00:43:29:14,00:43:40:18,5245830105934359183.xml,781,Lager?  Cheers. Are you trying to make this  as complicated as possible? I'm having a drink.,drama,0.7040545344352722
13981,13981,00:57:55:06,00:58:13:06,5264050645694159353.xml,1132,"I'll help myself.  What's she doing here? She's cut up over Jack.  I thought this might help take her mind off things. Yeah, and wind up  your dad at the same time.  Nice. Sean?  Yeah. Have you seen Callum? Yeah he's behind you, getting into the spirit  of things, isn't this fun? Yes, it is actually.  Some people do still know how to have a good time round here.",drama,0.7037377953529358
9006,9006,00:17:38:13,00:17:40:18,5256228221757951173.xml,295,"don't play games with me,  because they'll backfire...badly.",drama,0.7036545276641846
8713,8713,00:00:11:02,00:00:14:00,5256228221757951173.xml,2,"Thanks, Gal.  Look, I'll be back in a minute, all right?",drama,0.7033968567848206
15276,15276,02:15:12:17,02:15:17:22,5264050645694159353.xml,2427,"Well, I tried that when he came out,  remember? He was finding his feet.",drama,0.7033801078796387
7054,7054,00:26:17:12,00:26:18:18,5253646087419594905.xml,445,"Leave me alone, Tiff. ",drama,0.7032829523086548
138,138,00:08:19:18,00:08:22:23,5245830105934359183.xml,139,"Should I wear it or, what?  I don't care.  I've gotta have a shower.",drama,0.7030669450759888
21813,21813,00:39:25:24,00:39:29:05,5274434588125702436.xml,720,He settles down if he's made  a fuss of. And the girls?,drama,0.7028723955154419
20031,20031,00:51:45:14,00:51:46:20,5271844722846213628.xml,1001,"Christian, I don't think  I can do this on my own.",drama,0.7028535604476929
19905,19905,00:46:07:03,00:46:10:05,5271844722846213628.xml,875,I don't know what she'd do  if anything happened...,drama,0.7028416991233826
15343,15343,02:19:08:05,02:19:12:06,5264050645694159353.xml,2494,"No, no, no!  Too much information! ",drama,0.7026770114898682
18280,18280,00:42:23:08,00:42:47:21,5269245838135402929.xml,744,"There's nothing you can do about it.  Well, apart from pray for him.  Yeah, yeah, he'd appreciate that.  Let me know if anything changes, OK?  All right.  Thanks.  So it looks like it could be  a murder case after all. Which makes the small favour  I'm asking even more important.",drama,0.7026069760322571
2696,2696,00:31:55:20,00:31:58:03,5248439298566680341.xml,616,"And I don't know what to say back.  Right, Ab, come here.",drama,0.7025802135467529
16118,16118,00:33:45:08,00:33:48:10,5266645664934403562.xml,687,"We know about Max and Bradley's wife.  Well, why you asking me all these  questions If you know everything?",drama,0.7024112343788147
10387,10387,01:39:08:03,01:39:15:03,5256228221757951173.xml,1676,"I'm sorry, I just didn't realise  there was gonna be so many of us.",drama,0.7023765444755554
6035,6035,01:28:25:15,01:28:28:06,5251033029316736209.xml,1719,They'll be glad to have you.  FRONT DOOR OPENS  WHITNEY: Tony!,drama,0.7022422552108765
1442,1442,01:16:20:11,01:16:23:12,5245830105934359183.xml,1443,Yep.  Had a word with that bloke  from the council.,drama,0.7021090388298035
12965,12965,00:06:06:17,00:06:07:09,5264050645694159353.xml,116,All right.  Emergency stop!,drama,0.7020665407180786
22873,22873,01:36:59:21,01:37:03:01,5274434588125702436.xml,1780,HE SIGHS  Come on.  We're going down the police station.,drama,0.7020548582077026
14010,14010,01:00:28:12,01:00:32:17,5264050645694159353.xml,1161,"You're not going?  Abi, I ain't going anywhere. Please. ",drama,0.7019968628883362
22611,22611,01:23:59:13,01:24:02:07,5274434588125702436.xml,1518,Wash it off. ,drama,0.7019805908203125
20631,20631,01:25:17:19,01:25:23:14,5271844722846213628.xml,1601,So when can I go see him?  The doctors have said we've gotta  wait.  He's still a bit fuzzy.,drama,0.7019032835960388
6841,6841,00:14:22:05,00:14:25:07,5253646087419594905.xml,232,You can't get me!  Got you!,drama,0.701902449131012
13539,13539,00:33:59:04,00:34:00:15,5264050645694159353.xml,690,Ohh. ,drama,0.7018970847129822
5922,5922,01:22:32:13,01:22:35:21,5251033029316736209.xml,1606,Patrick?!  I knew you would come... ,drama,0.7018371820449829
21573,21573,00:27:02:23,00:27:08:07,5274434588125702436.xml,480,"Yeah, you said.  Is that why you never come to see me in hospital?",drama,0.7017630338668823
4818,4818,00:25:39:16,00:25:45:03,5251033029316736209.xml,502,Morgan feels a bit hot.  I think he needs a drink. Tony's given us the money for a deposit.,drama,0.7016419172286987
3137,3137,00:53:54:06,00:53:57:05,5248439298566680341.xml,1057,Are we talking  about the same Jack Branning? Don't even begin to slag him off.,drama,0.7016347050666809
12013,12013,01:08:47:14,01:08:51:13,5258818087037440299.xml,1382,"Yeah, but...Mo,  Brenda's expecting me.",drama,0.7014392018318176
9591,9591,00:50:39:20,00:50:44:07,5256228221757951173.xml,880,"But you never forced him  to do what he did, did you? Didn't I?  No, you didn't. Now you've got to stop this.",drama,0.7014232873916626
2832,2832,00:39:20:23,00:39:27:04,5248439298566680341.xml,752,"I can't, OK?  I told you,  I just can't. You keep saying that, but you don't give a reason.",drama,0.7012484073638916
21748,21748,00:35:50:21,00:35:55:16,5274434588125702436.xml,655,"If it weren't for them,  I'd have washed my hands  of you, Tanya and Jack long ago.",drama,0.7011258006095886
22015,22015,00:51:34:05,00:51:36:17,5274434588125702436.xml,922,You've been stirring and I'm sick of  it. I was only having a laugh.,drama,0.701068103313446
12319,12319,01:25:39:02,01:25:45:04,5258818087037440299.xml,1688,"Look, I'm sorry for what  you went through, all right?",drama,0.7009928822517395
8749,8749,00:02:17:22,00:02:19:15,5256228221757951173.xml,38,I've just got to revive him.  You ain't got any water in there.  I know.,drama,0.7007055282592773
10494,10494,01:44:46:12,01:44:48:10,5256228221757951173.xml,1783,"Oh, she'll come round.  Trust me.  And I can't really afford this.",drama,0.7004303336143494
688,688,00:38:47:24,00:38:50:03,5245830105934359183.xml,689,Ian.  Ian?  That bloke wouldn't  even give me 5p let alone 500 quid.,drama,0.7002846002578735
3074,3074,00:50:36:20,00:50:38:22,5248439298566680341.xml,994,A brief window of sorrow  between the two great darknesses.,drama,0.7002308368682861
18196,18196,00:37:02:15,00:37:03:09,5269245838135402929.xml,660,First person I would have smacked  was the idiot who lost the keys in the first place.,drama,0.7001188397407532
19456,19456,00:21:48:11,00:21:56:17,5271844722846213628.xml,426,"That was Phil.  She's had a girl.  Oh, brilliant.  Is she all right? I don't know.  I forgot to ask. ",drama,0.7000383138656616
22624,22624,01:24:31:09,01:24:34:19,5274434588125702436.xml,1531,"I'm not talking to you.  Whitney, what happened?",drama,0.6999683976173401
19895,19895,00:45:38:21,00:45:41:19,5271844722846213628.xml,865,She won't thank you for it. ,drama,0.6999310255050659
410,410,00:24:19:02,00:24:26:14,5245830105934359183.xml,411,When she first walked in for a  minute there I thought she was Bianca.,drama,0.6998674273490906
2440,2440,00:19:26:17,00:19:33:20,5248439298566680341.xml,360,There.  Do you think it would be too  much to invite Peggy round for tea?,drama,0.6998547911643982
19232,19232,00:09:57:15,00:09:59:07,5271844722846213628.xml,202,You said you wouldn't  let this happen!,drama,0.6998482346534729
9992,9992,01:14:45:05,01:14:48:17,5256228221757951173.xml,1281,I just don't know if I can. ,drama,0.6997033357620239
3592,3592,01:14:42:07,01:14:43:23,5248439298566680341.xml,1512,"Are they here yet?  Yeah, they're upstairs.",drama,0.6996340751647949
9721,9721,00:57:57:12,00:58:03:21,5256228221757951173.xml,1010,"Stick another tenner  on that, will you, mate?",drama,0.6995744109153748
15492,15492,00:02:42:06,00:02:44:18,5266645664934403562.xml,61,Mum?  Is it the police? ,drama,0.6994880437850952
6446,6446,01:48:50:10,01:48:54:11,5251033029316736209.xml,2130,"Some people think Jet Li's best,  but you've got to go back to the master, Bruce.",drama,0.6990920305252075
4339,4339,00:01:07:23,00:01:10:11,5251033029316736209.xml,23,but I've gotta prove myself now. ,drama,0.69898521900177
15071,15071,02:01:53:04,02:01:54:21,5264050645694159353.xml,2222,Squiggle?! ,drama,0.6989307999610901
11124,11124,00:23:07:07,00:23:09:22,5258818087037440299.xml,493,"Read that, and I'll open  another bottle of wine.",drama,0.6987413763999939
1221,1221,01:07:05:19,01:07:07:21,5245830105934359183.xml,1222,Does Bianca know? ,drama,0.6987204551696777
2567,2567,00:25:23:05,00:25:26:15,5248439298566680341.xml,487,Did I not say I would?  What's this? I get Danielle to dump ME.  Problem solved. How are you going to do that?,drama,0.6985267996788025
16863,16863,01:17:12:00,01:17:14:07,5266645664934403562.xml,1432,"Rox, you just need to wake up, all  right.  There is no way round it.",drama,0.6984518766403198
16567,16567,00:59:41:02,00:59:46:06,5266645664934403562.xml,1136,"If I didn't know you better Bradley,  I was saying you was running away from something.",drama,0.6983593702316284
21631,21631,00:30:31:03,00:30:32:21,5274434588125702436.xml,538,"Right, then, I'll be off.  Whoa, whoa, Dot.  I'm visiting Tanya.",drama,0.6982289552688599
18033,18033,00:25:58:01,00:25:59:22,5269245838135402929.xml,497,"Better luck next time, eh? ",drama,0.6980397701263428
8862,8862,00:08:07:15,00:08:15:01,5256228221757951173.xml,151,"Come on a trip with us  when it's finished, Bill. No, I can't.  I need to stay here in case  Honey and the kids come back.",drama,0.6980387568473816
17671,17671,00:05:46:20,00:05:48:01,5269245838135402929.xml,135,Chop chop!  Come on.  HE SIGHS,drama,0.6977464556694031
9468,9468,00:43:56:16,00:44:04:21,5256228221757951173.xml,757,"LOUD MUSIC: ""Too Good To Be True""  by Andy Williams.",drama,0.6977360248565674
1614,1614,01:27:21:04,01:27:23:13,5245830105934359183.xml,1615,Not me.  Why would I do that?  What did you tell him?,drama,0.697646975517273
89,89,00:05:03:15,00:05:06:12,5245830105934359183.xml,90,We ain't using it.  What is wrong with you today? Me?,drama,0.69758540391922
6220,6220,01:36:14:20,01:36:18:10,5251033029316736209.xml,1904,"Wonder how she's coping.  I mean, it can be mad at the best of  times, without the added pressure,",drama,0.6975323557853699
8732,8732,00:01:36:21,00:01:37:20,5256228221757951173.xml,21,I wouldn't steal.  I'm pulling your leg.,drama,0.6974281072616577
6391,6391,01:45:29:21,01:45:31:08,5251033029316736209.xml,2075,Managed to talk Lucy round. ,drama,0.6972737908363342
3283,3283,01:01:24:03,01:01:25:02,5248439298566680341.xml,1203,"Danielle, you've left him three  messages already.  Give it a rest.",drama,0.6971603631973267
18318,18318,00:46:11:16,00:46:13:00,5269245838135402929.xml,782,How'd you get here?  Is Jack with you?,drama,0.6970679759979248
9001,9001,00:17:13:19,00:17:16:01,5256228221757951173.xml,290,"If you're gonna get like that,  then...",drama,0.6968067288398743
12346,12346,01:27:34:17,01:27:47:09,5258818087037440299.xml,1715,"Thank you.  I'll pay you later.  Well, I don't know. Because he asked me?  Because I was desperate? You know, the usual reasons.  But he's not all bad.  No, not really. ",drama,0.6965569853782654
11610,11610,00:49:06:12,00:49:14:17,5258818087037440299.xml,979,You jammy little...  That's two shandies you owe me. I'm good for it.  D'you wanna make it three or have you had enough punishment for one night?,drama,0.6964349150657654
7273,7273,00:38:08:24,00:38:10:12,5253646087419594905.xml,664,I can't go trying on bridesmaid's  dresses.  It's not right.,drama,0.696395754814148
18605,18605,01:02:14:22,01:02:17:24,5269245838135402929.xml,1069,"Right, so you're saying  that he deserved it. Does that go for me an' all?",drama,0.6962175369262695
3575,3575,01:13:39:12,01:13:41:19,5248439298566680341.xml,1495,Are you Romeo? ,drama,0.6961574554443359
15496,15496,00:02:56:13,00:02:59:23,5266645664934403562.xml,65,We've got customers to serve.  The last thing she needs is people sticking their nose in.,drama,0.6959524750709534
9630,9630,00:53:07:14,00:53:08:19,5256228221757951173.xml,919,If Jay wasn't all right I'm sure  you'd know all about it.,drama,0.6959489583969116
2727,2727,00:33:21:14,00:33:30:24,5248439298566680341.xml,647,They're so easily influenced.  I bet she got a text last night from somebody taking the mick. I wouldn't be surprised if she  didn't came back later and say she's going to be in it.,drama,0.6959143877029419
895,895,00:49:25:22,00:49:29:15,5245830105934359183.xml,896,"Would you say I was racist?  What?  I'm not racist, am I? No.",drama,0.6959129571914673
17287,17287,01:40:37:13,01:40:42:21,5266645664934403562.xml,1856,"You know, like kids do...  Think it's all their fault... ",drama,0.695899486541748
