,Unnamed: 0,begin,end,filename,shot_id,transcript,soap opera,score
11615,11615,00:49:32:04,00:49:36:12,5258818087037440299.xml,984,Yeah. ,0.16800108551979065,0.3360021710395813
334,334,00:19:19:00,00:19:22:23,5245830105934359183.xml,335,Yeah. ,0.16800108551979065,0.3360021710395813
21048,21048,01:53:08:04,01:53:10:18,5271844722846213628.xml,2018,Yeah. ,0.16800108551979065,0.3360021710395813
21678,21678,00:32:26:16,00:32:28:07,5274434588125702436.xml,585,Yeah. ,0.16800108551979065,0.3360021710395813
20130,20130,00:57:29:14,00:57:30:14,5271844722846213628.xml,1100,Yeah. ,0.16800108551979065,0.3360021710395813
11133,11133,00:23:44:00,00:23:47:24,5258818087037440299.xml,502,Yeah. ,0.16800108551979065,0.3360021710395813
14586,14586,01:33:43:15,01:33:47:23,5264050645694159353.xml,1737,He was saying provocative things.  He was calling you a slag! My blood was boiling.,0.1679462343454361,0.3358924686908722
12320,12320,01:25:45:05,01:25:48:19,5258818087037440299.xml,1689,And I'm really sorry it didn't  work out between us.  But it's too late now.  It's all too late.,0.16793470084667206,0.3358694016933441
11742,11742,00:56:13:15,00:56:21:02,5258818087037440299.xml,1111,Are you OK?  No. So what did he say?  It don't matter what he said. All that matters is that we get away  to France without Max finding out.,0.1678415685892105,0.335683137178421
16286,16286,00:41:52:14,00:41:54:22,5266645664934403562.xml,855,They're not still seeing each other?  No.  Why?  Why are you asking?,0.16781310737133026,0.3356262147426605
19865,19865,00:43:50:21,00:43:54:21,5271844722846213628.xml,835,How screwed up is that?  You want him? ,0.1677807867527008,0.3355615735054016
14729,14729,01:40:51:05,01:40:54:11,5264050645694159353.xml,1880,Tanya? ,0.16745612025260925,0.3349122405052185
12232,12232,01:20:21:04,01:20:25:05,5258818087037440299.xml,1601,"Not until you tell me what  you're really upset about. I'm upset about Roxy, it's Roxy.",0.16744250059127808,0.33488500118255615
1033,1033,00:56:09:05,00:56:13:00,5245830105934359183.xml,1034,"Fighting, eh?  Whatever happened  to turn the other cheek?",0.167313814163208,0.334627628326416
3042,3042,00:49:12:18,00:49:15:03,5248439298566680341.xml,962,Come and sit down  and tell us all about it...,0.16729548573493958,0.33459097146987915
16539,16539,00:57:48:17,00:58:22:19,5266645664934403562.xml,1108,"Can you pass the marge?  You're full of the joys of spring this morning. What do you expect?  Spending  the night locked in the khazi isn't my idea of a fun evening... so forgive me if I'm not  doing cartwheels. C'mon Ian, if you think about it  there is...sort of a funny side. Is there?  I'm just saying... get a sense of humour about it.  Well, you're the humorous one, aren't you, dear? Have you got any idea how  humiliating last night was? Have you got any idea how much a  24-hour locksmith charges?! Ian...",0.16723757982254028,0.33447515964508057
10463,10463,01:43:19:05,01:43:25:21,5256228221757951173.xml,1752,"He's, um, he's just a bit dis...  Well, we're all a bit disappointed. ",0.1671648770570755,0.334329754114151
18895,18895,01:19:53:05,01:20:02:06,5269245838135402929.xml,1359,"Constantly.  Is Ronnie upstairs as well?  Nope. She is coming, though?  What am I, her keeper?",0.16713039577007294,0.3342607915401459
20289,20289,01:06:07:17,01:06:16:11,5271844722846213628.xml,1259,When you put the camera down.  You know all this daddy stuff.  It's not gonna last.  I give you a week. ,0.16710862517356873,0.33421725034713745
15519,15519,00:04:25:24,00:04:27:10,5266645664934403562.xml,88,"No, she didn't see who it was. ",0.1669691503047943,0.3339383006095886
21386,21386,00:17:14:17,00:17:18:04,5274434588125702436.xml,293,Things got a bit... ,0.16692374646663666,0.3338474929332733
14818,14818,01:46:44:12,01:46:54:13,5264050645694159353.xml,1969,"And you love me too.  Do I? Yes. Come on, that's what  this is all about.",0.1666729599237442,0.3333459198474884
2817,2817,00:38:35:01,00:38:45:12,5248439298566680341.xml,737,"No!  PHONE RINGS Hello.  Oh, great(!)  No, no, no, you can't help it.  You let me know if  you can be in tomorrow, yeah?",0.16664238274097443,0.33328476548194885
17266,17266,01:38:52:13,01:38:55:14,5266645664934403562.xml,1835,"Make sure Tracey's all right.  Yes, yes.  It'll be my pleasure. ",0.16662725806236267,0.33325451612472534
11788,11788,00:58:10:04,00:58:16:07,5258818087037440299.xml,1157,"Ronnie, you sure  everything's all right? Yeah, why wouldn't it be?",0.16662012040615082,0.33324024081230164
21095,21095,00:00:21:22,00:00:37:10,5274434588125702436.xml,2,"What? I didn't mean to startle you, Mr Branning.",0.16660232841968536,0.3332046568393707
110,110,00:06:19:21,00:06:23:13,5245830105934359183.xml,111,We could tell Ian I am.  Naughty Jane. ,0.16653525829315186,0.3330705165863037
2391,2391,00:16:46:14,00:16:49:15,5248439298566680341.xml,311,"Oh, Morgan! ",0.16652289032936096,0.3330457806587219
20666,20666,01:27:16:12,01:27:18:08,5271844722846213628.xml,1636,Here we go.  She's already had a tough enough start without you looming all over her. You met Sean?,0.1665039360523224,0.3330078721046448
2999,2999,00:47:12:22,00:47:14:11,5248439298566680341.xml,919,You here again?  Don't you ever  wanna see your husband?,0.16645680367946625,0.3329136073589325
16654,16654,01:04:27:19,01:04:30:04,5266645664934403562.xml,1223,"Amir Khan, Marshall and Hammond? ",0.1663515567779541,0.3327031135559082
14538,14538,01:31:17:02,01:31:19:05,5264050645694159353.xml,1689,"No, I...  Yeah, Archie said you were out the back, just the two of you.",0.1663236767053604,0.3326473534107208
20660,20660,01:26:57:13,01:27:07:02,5271844722846213628.xml,1630,Where am I going to go?  Not my problem.  You just gonna throw me out then?  It'll be a while till  Amy's allowed home.,0.16631725430488586,0.33263450860977173
9753,9753,00:59:37:21,00:59:40:02,5256228221757951173.xml,1042,Archie.  What happened to you? ,0.16631612181663513,0.33263224363327026
13887,13887,00:52:28:19,00:52:38:09,5264050645694159353.xml,1038,"But I keep coming back, so...  There's gotta be  a reason for that, so... I was thinking, is there any chance  that we could start again?",0.16626876592636108,0.33253753185272217
16660,16660,01:04:48:15,01:04:52:20,5266645664934403562.xml,1229,"Um...no!  Um, I'm afraid I can't...  It's company policy that I remain with you.",0.1661958545446396,0.3323917090892792
19664,19664,00:33:16:02,00:33:28:22,5271844722846213628.xml,634,"Cup of tea, please.  Coming right up.  I thought you weren't  coming home till tomorrow. Yeah, well, I wanted to  surprise you, didn't I? So are you gonna tell me what's  been going on in that flat or don't I wanna know? How was Southend?",0.165979266166687,0.331958532333374
5028,5028,00:36:12:05,00:36:14:10,5251033029316736209.xml,712,"Oh...  You haven't got the  right change, have you? Only I forgot to get the float.",0.16591569781303406,0.3318313956260681
16063,16063,00:31:30:12,00:31:31:17,5266645664934403562.xml,632,"That'll go down well, won't it?  ""Rox, your old man is an interfering old git.""",0.16579192876815796,0.3315838575363159
5271,5271,00:49:04:01,00:49:05:11,5251033029316736209.xml,955,Whatever's the matter with you? ,0.16574726998806,0.33149453997612
15872,15872,00:23:01:18,00:23:04:02,5266645664934403562.xml,441,"Oh, babe, I know.  They saw Jack being taken away.  I mean, what do I say to them, eh?",0.165627583861351,0.331255167722702
19266,19266,00:11:46:13,00:11:50:04,5271844722846213628.xml,236,Should my ears be burning?  It's nothing you ain't heard before.,0.16557788848876953,0.33115577697753906
14817,14817,01:46:30:16,01:46:44:11,5264050645694159353.xml,1968,"Ronnie?  Nothing.  I feel nothing  for the girl, all right. Not a flicker.  And me?  I love you.  I love you. ",0.1655641794204712,0.3311283588409424
12128,12128,01:14:41:05,01:14:46:17,5258818087037440299.xml,1497,"Just be careful, that's all  I'm saying.  Ian's on the warpath.",0.16554342210292816,0.3310868442058563
2727,2727,00:33:21:14,00:33:30:24,5248439298566680341.xml,647,They're so easily influenced.  I bet she got a text last night from somebody taking the mick. I wouldn't be surprised if she  didn't came back later and say she's going to be in it.,0.16547176241874695,0.3309435248374939
6073,6073,01:30:05:01,01:30:08:03,5251033029316736209.xml,1757,"Sorry, a bit of a mistake  on my part. Mistake?!",0.16546985507011414,0.33093971014022827
3751,3751,01:22:39:23,01:22:41:23,5248439298566680341.xml,1671,"Don't worry, Peggy, you  can crop her out.  Cut her right out.",0.1654348224401474,0.3308696448802948
14364,14364,01:20:48:17,01:20:53:15,5264050645694159353.xml,1515,"Just say it.  Go on, go on, say it. ",0.16540178656578064,0.3308035731315613
12210,12210,01:19:05:14,01:19:10:03,5258818087037440299.xml,1579,"I mean, that's the problem.  My dad won't let me see her.",0.16529519855976105,0.3305903971195221
14559,14559,01:32:01:18,01:32:04:11,5264050645694159353.xml,1710,"Tanya, don't... ",0.1652703583240509,0.3305407166481018
14949,14949,01:55:08:24,01:55:12:03,5264050645694159353.xml,2100,"You sure you wanna do this?  Not having second thoughts, are you?  No.  It's just, is this really how you want to leave things?",0.16523560881614685,0.3304712176322937
17073,17073,01:28:42:15,01:28:45:09,5266645664934403562.xml,1642,Yeah.  It ain't just me she's  interested in! But it weren't MY fingerprints on the wheel!,0.16523365676403046,0.3304673135280609
8509,8509,01:46:00:05,01:46:12:22,5253646087419594905.xml,1900,"Hello, Peter.  Is Ian home? Jane?  I think they've gone across  to Mr Trueman's leaving party. So it's just you and me, then. ",0.16522733867168427,0.33045467734336853
6373,6373,01:44:15:12,01:44:24:23,5251033029316736209.xml,2057,"If Tony goes back to prison,  it'll all be my fault. I can't bear that.  We could go into care.  SHE SOBS",0.1651698648929596,0.3303397297859192
22612,22612,01:24:02:08,01:24:10:21,5274434588125702436.xml,1519,Why are you like this?  What have I done?! You've changed.  You're...coarse. ,0.16510465741157532,0.33020931482315063
3295,3295,01:01:44:11,01:01:46:24,5248439298566680341.xml,1215,"Oh, right, she was gonna  look after Oscar for me.",0.16503730416297913,0.33007460832595825
22352,22352,01:08:52:06,01:08:54:17,5274434588125702436.xml,1259,Of course! ,0.1649448126554489,0.3298896253108978
11189,11189,00:27:02:15,00:27:13:02,5258818087037440299.xml,558,"So, what, the kids are upstairs?  Yeah. We didn't finish our celebration. ",0.1649189591407776,0.3298379182815552
17666,17666,00:05:34:01,00:05:37:11,5269245838135402929.xml,130,"But you can't cos we're moving,  ain't we?",0.16490566730499268,0.32981133460998535
1351,1351,01:12:50:15,01:12:54:23,5245830105934359183.xml,1352,"Yes, you have.  You've been spying on me!",0.16489753127098083,0.32979506254196167
6200,6200,01:35:27:04,01:35:28:04,5251033029316736209.xml,1884,Are you Mrs Trueman? ,0.16485920548439026,0.3297184109687805
12565,12565,01:42:39:23,01:42:41:21,5258818087037440299.xml,1934,"Well, you'd know all about that.  That was some show you and Sean put on back there.",0.1648532748222351,0.3297065496444702
16888,16888,01:18:59:13,01:19:09:19,5266645664934403562.xml,1457,"I'm counting the days, Tony.  As long as I know that  we're gonna be together...soon,",0.16480834782123566,0.3296166956424713
17180,17180,01:34:43:18,01:34:46:18,5266645664934403562.xml,1749,"We can't leave him Shirl.  Not in  this state. Well, he ain't my kid.",0.16480793058872223,0.32961586117744446
2183,2183,00:05:18:14,00:05:21:12,5248439298566680341.xml,103,"So, you and Callum  the other night...",0.16477227210998535,0.3295445442199707
3170,3170,00:56:00:19,00:56:03:22,5248439298566680341.xml,1090,Tonight.  When the others are watching telly. I'll say I've got  homework or something.,0.16470785439014435,0.3294157087802887
12913,12913,00:03:43:01,00:03:48:01,5264050645694159353.xml,64,And Chelsea...?  My daughter will be with me shortly. ,0.1646883487701416,0.3293766975402832
2429,2429,00:19:01:14,00:19:03:08,5248439298566680341.xml,349,"You was gonna dump her.  If you hadn't walked off, like a complete coward.",0.16457754373550415,0.3291550874710083
22557,22557,01:20:22:07,01:20:30:05,5274434588125702436.xml,1464,But she's going to leave.  What do you want me to do about it?  Stop her!,0.16454222798347473,0.32908445596694946
1009,1009,00:55:06:11,00:55:07:11,5245830105934359183.xml,1010,You're not that irresistible.  Not what you thought last week.,0.16452856361865997,0.32905712723731995
4866,4866,00:27:31:04,00:27:36:06,5251033029316736209.xml,550,"He's stolen my life.  Jack? Yeah, what was I supposed to do, Suze? Oh, what, I'm supposed to stand back,  am I, and let him get away with it?",0.16452531516551971,0.32905063033103943
6685,6685,00:05:08:06,00:05:09:20,5253646087419594905.xml,76,You think me and Peter  ain't gonna be together then? That's not what I said.,0.16443957388401031,0.32887914776802063
5490,5490,01:00:51:16,01:00:53:09,5251033029316736209.xml,1174,"Oh, sorry.  Sorry, look. ",0.16439419984817505,0.3287883996963501
9733,9733,00:58:43:20,00:58:46:13,5256228221757951173.xml,1022,"No way, Mum, it's probably for Dad  anyway. I'll get it! No, you won't!",0.16437393426895142,0.32874786853790283
19341,19341,00:16:32:04,00:16:37:01,5271844722846213628.xml,311,Same goes for Roxy and the baby.  I'm never gonna do anything  to hurt 'em.  Promise.,0.16418291628360748,0.32836583256721497
1259,1259,01:08:48:03,01:09:01:24,5245830105934359183.xml,1260,"I don't think it's a good idea.  Why not? I wasn't there.  But you know he's wrong and I'm right. Why don't you ask someone else?  Because I want you.  Please! Look, no.  I'm sorry.  Ricky!  No.  Look, I can't, all right? I'm sorry.",0.16412748396396637,0.32825496792793274
21907,21907,00:45:47:03,00:45:50:03,5274434588125702436.xml,814,"Couldn't stand them looking at you,  and whispering about you. Yeah.",0.16411419212818146,0.3282283842563629
22387,22387,01:10:28:15,01:10:31:21,5274434588125702436.xml,1294,"Hev...  Yes, Shirl?",0.16411185264587402,0.32822370529174805
10381,10381,01:38:51:01,01:38:58:12,5256228221757951173.xml,1670,"At least I know Roxy's  not more extended family. Look, Lee, I'm sorry, all right?  I didn't think you'd  ^ ^ ^ ^ ^^ ^ ^ ^^ ^^ And Jane was... ",0.16410747170448303,0.32821494340896606
1770,1770,01:36:07:10,01:36:08:14,5245830105934359183.xml,1771,"Is he still not here?  Well, obviously not!",0.16409218311309814,0.3281843662261963
22381,22381,01:09:59:11,01:10:08:14,5274434588125702436.xml,1288,"I can't believe what you did  to that waitress! Stupid stick insect,  she had it coming. Nobody insults you  and gets away with it.",0.16402356326580048,0.32804712653160095
8272,8272,01:33:08:16,01:33:09:12,5253646087419594905.xml,1663,"Did you, er, did you see Callum  last night?",0.16392657160758972,0.32785314321517944
23081,23081,01:52:06:00,01:52:09:13,5274434588125702436.xml,1988,"Come here, everything's going to be  all right.  I promise you.",0.16384752094745636,0.3276950418949127
9565,9565,00:49:32:23,00:49:35:01,5256228221757951173.xml,854,I wondered when all this  was going to happen.,0.1637635976076126,0.3275271952152252
13902,13902,00:53:44:22,00:53:48:14,5264050645694159353.xml,1053,So what was he doing with me?  That  must be what everybody's thinking.,0.1637040376663208,0.3274080753326416
17381,17381,01:45:18:15,01:45:21:00,5266645664934403562.xml,1950,"I'm going to level with you,  sunshine.  If you weren't married to my daughter,",0.16365647315979004,0.3273129463195801
21770,21770,00:37:32:21,00:37:36:11,5274434588125702436.xml,677,"You've left the kids with him?  It was that, or I couldn't let them  see me turf him out, could I?",0.1635853499174118,0.3271706998348236
12278,12278,01:23:02:04,01:23:15:10,5258818087037440299.xml,1647,"I'm sorry.  Shh, it's OK.  I'm sorry. ",0.1634758561849594,0.3269517123699188
19761,19761,00:38:04:02,00:38:07:09,5271844722846213628.xml,731,Ah!  Am I pleased to see you! ,0.16337858140468597,0.32675716280937195
4223,4223,01:50:12:13,01:50:14:11,5248439298566680341.xml,2143,"Me and Jack, we're for keeps. ",0.16330303251743317,0.32660606503486633
16356,16356,00:46:48:24,00:46:52:02,5266645664934403562.xml,925,"Right, I'm sorry, folks.  You'll have to finish up and go. We're closing. Ridiculous!",0.16327178478240967,0.32654356956481934
15257,15257,02:13:41:22,02:13:51:09,5264050645694159353.xml,2408,"needs to boss around  a whole bleeding congregation? Well, come on!  Do your worst!  Tell me I've sinned. ",0.1631743311882019,0.3263486623764038
13899,13899,00:53:29:21,00:53:32:06,5264050645694159353.xml,1050,"No, Libby wait. ",0.16314908862113953,0.32629817724227905
2230,2230,00:08:19:23,00:08:23:17,5248439298566680341.xml,150,How do I get out of this one without  looking a complete you-know-what?,0.16307875514030457,0.32615751028060913
17174,17174,01:34:30:04,01:34:33:12,5266645664934403562.xml,1743,Can't I come?  Gran knows I'm here. ,0.1629514992237091,0.3259029984474182
3536,3536,01:11:56:02,01:11:59:08,5248439298566680341.xml,1456,Forcing them to line up and smile  isn't gonna hide the fact they all hate each other.,0.16285236179828644,0.3257047235965729
3140,3140,00:54:22:15,00:54:24:07,5248439298566680341.xml,1060,"And while you're at it, why don't  you ask him what happened to Penny.",0.16281616687774658,0.32563233375549316
12680,12680,01:48:24:21,01:48:29:17,5258818087037440299.xml,2049,"You know why!  What?  In case he might put a stop to us going? Yes!  Come on, I don't buy that!",0.16279588639736176,0.3255917727947235
10506,10506,01:45:46:22,01:45:49:12,5256228221757951173.xml,1795,Where's Lee? ,0.16274122893810272,0.32548245787620544
242,242,00:14:49:22,00:14:51:12,5245830105934359183.xml,243,"Since I said I was going out with  this Fiona bird, she's been a bit...",0.16268056631088257,0.32536113262176514
20878,20878,01:40:56:07,01:40:58:06,5271844722846213628.xml,1848,Sorry?  You heard.,0.16261430084705353,0.32522860169410706
20054,20054,00:52:46:17,00:52:55:20,5271844722846213628.xml,1024,"Brings it all back, doesn't it, eh? ",0.1625930219888687,0.3251860439777374
3428,3428,01:07:34:11,01:07:38:16,5248439298566680341.xml,1348,Not really.  It's Abi.  She still upset? ,0.16242879629135132,0.32485759258270264
11096,11096,00:21:57:08,00:21:58:23,5258818087037440299.xml,465,"No!  I would never...  You have just made a big mistake, you little freak! Do you hear me?!",0.16231268644332886,0.3246253728866577
2819,2819,00:38:48:08,00:38:50:04,5248439298566680341.xml,739,Neil's got a sore throat.  Again.  I wonder if Lindsey's free...,0.1623038500547409,0.3246077001094818
22767,22767,01:31:55:03,01:31:56:02,5274434588125702436.xml,1674,Is she here?  Yeah.  Shirl? You've got a visitor.,0.16228464245796204,0.3245692849159241
10094,10094,01:21:12:02,01:21:15:10,5256228221757951173.xml,1383,Garry... ,0.16222475469112396,0.3244495093822479
1134,1134,01:01:42:24,01:01:45:16,5245830105934359183.xml,1135,"Yeah, you happy now?  Mm. You never know with him.  Are you coming downstairs?",0.16221262514591217,0.32442525029182434
3610,3610,01:15:27:00,01:15:33:01,5248439298566680341.xml,1530,"Did she say anything?  Why she's been acting like this?  No, babe, she didn't have to. ",0.16218562424182892,0.32437124848365784
18640,18640,01:04:32:06,01:04:34:22,5269245838135402929.xml,1104,and now they lose their Mum.  Don't put that on me.,0.16205720603466034,0.3241144120693207
7541,7541,00:52:29:16,00:52:50:06,5253646087419594905.xml,932,"You know, I'm never not gonna be  part of his life. You're his dad.  I was gonna make an effort  and buy a bottle of bubbly. Archie, have you got a cold bottle  of bubbly, please, to take out? Yeah, we should have.  I had Ronnie in earlier,  getting the works. She got a big night lined up?  Thursday.",0.16203993558883667,0.32407987117767334
11446,11446,00:40:19:11,00:40:24:21,5258818087037440299.xml,815,"Well, you're full of surprises,  I'll give you that.",0.16200967133045197,0.32401934266090393
20080,20080,00:55:06:16,00:55:08:19,5271844722846213628.xml,1050,And Sean... ,0.16189374029636383,0.32378748059272766
21537,21537,00:25:01:00,00:25:03:19,5274434588125702436.xml,444,"We're off, girls!  See ya later.  THEY ALL CHEER",0.16184212267398834,0.3236842453479767
1093,1093,00:59:11:14,00:59:14:08,5245830105934359183.xml,1094,Now I won't get any sleep.  Just cos his knee's gone...,0.16178931295871735,0.3235786259174347
5100,5100,00:38:53:01,00:38:56:12,5251033029316736209.xml,784,Course I did.  The bloke's out of control.,0.1617325246334076,0.3234650492668152
90,90,00:05:06:13,00:05:08:12,5245830105934359183.xml,91,Me?  You're the one who  doesn't want a daughter.,0.16168658435344696,0.3233731687068939
13807,13807,00:48:14:06,00:48:20:16,5264050645694159353.xml,958,Mum...  It's all right.  Mum's here. ,0.16166968643665314,0.3233393728733063
20632,20632,01:25:23:15,01:25:36:19,5271844722846213628.xml,1602,"They're gonna run some more tests.  Yeah, so when can I go?  DOORBELL When they call me.  Lauren,  will you get that door, please? Yeah, and when  are they gonna call you? We're just gonna have to wait.  All right?  It's just as frustrating for your dad.",0.16139180958271027,0.32278361916542053
21123,21123,00:01:55:18,00:02:02:14,5274434588125702436.xml,30,"Any news on Max?  Yeah, hospital  says he's making progress. It doesn't put my mind at rest. ",0.1613321751356125,0.322664350271225
16162,16162,00:36:00:04,00:36:03:14,5266645664934403562.xml,731,Cooie!  We're back. ,0.16127413511276245,0.3225482702255249
7821,7821,01:08:25:23,01:08:27:23,5253646087419594905.xml,1212,"There's usually more happy events  before very long,",0.16123946011066437,0.32247892022132874
22406,22406,01:11:24:17,01:11:26:15,5274434588125702436.xml,1313,And you know that for a fact?  She confessed!,0.161054328083992,0.322108656167984
22606,22606,01:23:46:14,01:23:48:01,5274434588125702436.xml,1513,Why are you being like this?  Why are you saying these things?,0.161033496260643,0.322066992521286
3386,3386,01:05:38:05,01:05:43:15,5248439298566680341.xml,1306,So you gonna keep him on permanent  then? We'll see.,0.16082030534744263,0.32164061069488525
1252,1252,01:08:28:24,01:08:31:05,5245830105934359183.xml,1253,"Come on, lads!  WHISTLE BLOWS  OK, lads, come on.",0.16080401837825775,0.3216080367565155
15584,15584,00:06:33:14,00:06:35:18,5266645664934403562.xml,153,Fine.  But not yet.  Not today. ,0.16077226400375366,0.3215445280075073
9557,9557,00:49:03:09,00:49:06:13,5256228221757951173.xml,846,You know when she told me I  didn't believe it was true.,0.16072723269462585,0.3214544653892517
9614,9614,00:52:13:22,00:52:15:13,5256228221757951173.xml,903,"Bradley Branning?!  Do you mean this is cos of gambling? Grandma, it's...",0.16065455973148346,0.3213091194629669
7171,7171,00:32:27:17,00:32:29:12,5253646087419594905.xml,562,"I tell you, those blokes  push way too hard.",0.16057583689689636,0.3211516737937927
10042,10042,01:17:23:23,01:17:26:02,5256228221757951173.xml,1331,"I know, mate. ",0.1605750471353531,0.3211500942707062
7125,7125,00:30:42:09,00:30:45:20,5253646087419594905.xml,516,I'll see you later.  See you later.,0.16049695014953613,0.32099390029907227
9927,9927,01:10:29:21,01:10:30:17,5256228221757951173.xml,1216,"You gotta stop this, Whit.  It's not fair.",0.16047921776771545,0.3209584355354309
8086,8086,01:23:36:18,01:23:38:22,5253646087419594905.xml,1477,"Make her do what I wanted, you mean?  Yeah. No matter what she wanted?",0.16035453975200653,0.32070907950401306
790,790,00:44:03:09,00:44:05:23,5245830105934359183.xml,791,"Callum covering for me, why would he  do that? You tell me?",0.1603456735610962,0.3206913471221924
14209,14209,01:12:10:23,01:12:15:09,5264050645694159353.xml,1360,"No.  Not until I get a little kiss.  I'm gonna be in the back.  Don't disappoint me now, will you?",0.16024865210056305,0.3204973042011261
21982,21982,00:49:31:23,00:49:32:17,5274434588125702436.xml,889,Have you been discussing me?  It's not like she's saying.,0.16020457446575165,0.3204091489315033
6326,6326,01:41:28:09,01:41:30:05,5251033029316736209.xml,2010,"Well, we'll see what the police  have to say, won't we?",0.16016921401023865,0.3203384280204773
410,410,00:24:19:02,00:24:26:14,5245830105934359183.xml,411,When she first walked in for a  minute there I thought she was Bianca.,0.16008509695529938,0.32017019391059875
9718,9718,00:57:37:15,00:57:51:15,5256228221757951173.xml,1007,"You are going to have a broken  heart again. Yeah, maybe. Well, if you think I'm gonna stick  around to pick up the pieces... Who am I kidding?  Course I will.  I'll tell you what.  We'll get on that boat and  we'll head off into the sunset",0.16004835069179535,0.3200967013835907
1972,1972,01:48:08:00,01:48:11:08,5245830105934359183.xml,1973,"Oh, leave it, you two.  Get off to bed!",0.16002950072288513,0.32005900144577026
9020,9020,00:18:11:08,00:18:12:21,5256228221757951173.xml,309,"I promised them, Peggy. ",0.1599009782075882,0.3198019564151764
13999,13999,01:00:13:10,01:00:15:07,5264050645694159353.xml,1150,"I'm not staying here.  Don't be like that... Don't touch me. Darling, don't go...",0.15989556908607483,0.31979113817214966
4946,4946,00:31:42:00,00:31:43:07,5251033029316736209.xml,630,"Look, it'll be all right.  I promise. ",0.1598062664270401,0.3196125328540802
13133,13133,00:13:11:07,00:13:16:19,5264050645694159353.xml,284,"Lunch?  No, we haven't got time for that. Lauren's disappeared.  Abi's looking  for Musty.  She's hasn't started on her list.",0.1597987413406372,0.3195974826812744
18779,18779,01:12:32:10,01:12:39:18,5269245838135402929.xml,1243,"Yeah, well, I'll make sure of it. ",0.15978622436523438,0.31957244873046875
10339,10339,01:36:24:09,01:36:26:03,5256228221757951173.xml,1628,KNOCK ON DOOR  I'll get it! Roxy!  Your hair!,0.15967673063278198,0.31935346126556396
22651,22651,01:26:16:21,01:26:17:14,5274434588125702436.xml,1558,"Well, that deal's off.  You can't do that.",0.1596178263425827,0.3192356526851654
5784,5784,01:15:43:23,01:15:47:10,5251033029316736209.xml,1468,"Yes, darling? ",0.15959197282791138,0.31918394565582275
4058,4058,01:40:22:19,01:40:33:22,5248439298566680341.xml,1978,"You were meant to be the good guy,  meant to protect kids like my sister from scum like him, not take a bung so he can  carry on dealing out the smack. I'm not proud of it.  It's lowlife like him that destroy lives.",0.15939320623874664,0.3187864124774933
19978,19978,00:49:01:19,00:49:04:18,5271844722846213628.xml,948,"What hope has that kid got with  you as a father? What, coming from you, some jumped up queen?",0.15937182307243347,0.31874364614486694
22301,22301,01:07:03:22,01:07:05:19,5274434588125702436.xml,1208,"Well, in that case,  give 'em this one from me.",0.15932610630989075,0.3186522126197815
14498,14498,01:29:33:18,01:29:46:23,5264050645694159353.xml,1649,"Give your sister a chance to see the  real Ronnie. Oi!  I wanna word with you.  You might not have a boyfriend, but you keep your hands  off mine! I don't know what you're talking about. You, putting your smoochy gob  over my fiance. Excuse me!",0.15931227803230286,0.3186245560646057
22060,22060,00:54:17:15,00:54:19:11,5274434588125702436.xml,967,"No, no, no, I got things I wanna say. ",0.15924903750419617,0.31849807500839233
18469,18469,00:54:22:11,00:54:25:03,5269245838135402929.xml,933,"See, I've already  given Roxy the money.",0.1591511070728302,0.3183022141456604
20041,20041,00:52:04:19,00:52:05:21,5271844722846213628.xml,1011,"You don't get it, do you? ",0.15911629796028137,0.31823259592056274
10071,10071,01:19:37:02,01:19:53:09,5256228221757951173.xml,1360,"Jay?  I've got a suggestion.  Forget being in care,  and come back to Walford.",0.1589469313621521,0.3178938627243042
18848,18848,01:17:23:11,01:17:30:19,5269245838135402929.xml,1312,"Sean, I don't want you to go.  Please.  Just stop it, and listen to me.  I just want us to be together!",0.15892837941646576,0.3178567588329315
20932,20932,01:45:40:04,01:45:46:04,5271844722846213628.xml,1902,"Just give it a rest, you two! ",0.1589190810918808,0.3178381621837616
13937,13937,00:55:20:22,00:55:33:01,5264050645694159353.xml,1088,"OK, then we are gonna be together  whether my mum likes it or not. Yeah, but how?  We're gonna leave Walford.  Tonight. ",0.1589113473892212,0.3178226947784424
1117,1117,01:00:26:07,01:00:35:22,5245830105934359183.xml,1118,Ah! ,0.1589069813489914,0.3178139626979828
8097,8097,01:23:58:18,01:24:00:10,5253646087419594905.xml,1488,"What?  If you can stand it,  is that what you were going to say? No, Bradley, what does that mean?",0.15878042578697205,0.3175608515739441
9452,9452,00:43:22:06,00:43:23:18,5256228221757951173.xml,741,All right.  You're the reason that he's dead.,0.15862621366977692,0.31725242733955383
16990,16990,01:24:27:08,01:24:30:07,5266645664934403562.xml,1559,Tanya! ,0.15857258439064026,0.3171451687812805
197,197,00:11:38:20,00:11:41:14,5245830105934359183.xml,198,Tanya! ,0.15857258439064026,0.3171451687812805
6354,6354,01:43:04:16,01:43:16:05,5251033029316736209.xml,2038,"Come on, babe,  it might not be that bad. Heather accused me of bribing  Dorothy to keep her mouth shut. You did try to persuade her to.  Hey! He seemed like a reasonable guy.  I'm sure he'll understand.",0.15853869915008545,0.3170773983001709
3426,3426,01:07:29:14,01:07:32:00,5248439298566680341.xml,1346,"Sorry, Ronnie said  to just come through.",0.1585364043712616,0.3170728087425232
22295,22295,01:06:47:00,01:06:50:07,5274434588125702436.xml,1202,"No, little Miss Posh Drawers  here has been doing my head in.",0.15849781036376953,0.31699562072753906
